source_index,true,predicted,text
573,talk.politics.misc,talk.politics.guns,"

As far as a member of the Armed Forces is concerned, the
President is whatever the h*ll he wants to be. All of them
recently have rather insisted on being treated as something
other than a *mere* civilian.


So if Hilary were asleep at the time......


I like living in a country where the head of state is not
a military officer too. But this point about not using the
military as the first choice for solving domestic problems....

Didn't they go after these Branch Davidians with a *tank*,
after all?

"
575,talk.politics.misc,talk.politics.guns,"rja@mahogany126.cray.com (Russ Anderson) writes...




	The fact is that Koresh and his followers involved themselves
	in a gun battle to control the Mt Carmel complex. That is not
	in dispute. From what I remember of the trial, the authories
	couldn't reasonably establish who fired first, the big reason
	behind the aquittal.

                  _____  _____
                  \\\\\\/ ___/___________________
  Mitchell S Todd  \\\\/ /                 _____/__________________________
________________    \\/ / mst4298@zeus._____/.'.'.'.'.'.'.'.'.'.'.'.'_'_'_/
\_____        \__    / / tamu.edu  _____/.'.'.'.'.'.'.'.'.'.'.'.'.'_'_/
    \__________\__  / /        _____/_'_'_'_'_'_'_'_'_'_'_'_'_'_'_/
                \_ / /__________/
                 \/____/\\\\\\
 			 \\\\\\"
578,talk.politics.misc,talk.politics.guns,"Can people please stop the 'I think/know the BATF/FBI are completely
responsible but they'll cover it up so that the investigation will
show that Koresch is responsible' bs. In an investigation of this
size with the feds, state, and civilians involved in the
investigation it would be practially impossible to cover up.
And with Republicans like Arlen Spector calling for investigations,
this isn't going to be handled with kid gloves."
579,talk.politics.guns,talk.politics.mideast,"


It is not a matter of dis-belief but a matter of which of their constantly
(and radically) changing stories we are to believe.

Steve B."
605,talk.politics.misc,talk.politics.guns,"
My god, how many chances do they get?  Operation Move (Philedelphia, early  
80's), Black Panthers (Chicago, 1969), etc., etc.  Hell, we get heavily armed
millenial cults out west every couple of years.  Do with have to start a  
cascade of times the feds have been in situations like this?
"
608,talk.politics.guns,talk.politics.mideast,"
Well, it seems we don't learn the lessons of history do we?

I was hoping that Kent State taught us a lesson.

Apparently not.

Apparently the government will murder anyone they choose to still.

---
Rawlin Blake    blake@nevada.edu"
616,talk.politics.misc,talk.politics.guns,"

Because the Gun loonies were firing on vehicles with 50mm amunition that
has a range of 3000 meters.

Next question.


The problem is of course the laws that allow a bunch of raving nutters
to collect a huge stack of arms in the first place.

The sequence of events meant that there really was no option but to
attempt some sort of breakthrough via an intervention. If the FBI had
had the stomach for it they could have mounted a commando type
raid and attempted to save the children by shooting all the adults.
It really was a no win situation. Koresh had plenty of opportunity 
to give up and stand trial for the murder of the 4 ATF officers. Instead
he ordered the murder of the children.


In order to reject the word of the FBI and BATF it is neccessary to beleive
the words of a man who has just murdered 17 children and ordered the 
suicide/murder of his other 80 followers. According to the account given
the BATF attempted to serve a warrant upon Koresh at the ranch and were met
by gunfire in a deliberate attempt to murder them. The Koresh/gun supporter
claim that the BATF started shooting simply does not stand up. If the 
AFT had gone there to start shooting they would have gone with heavier
grade weaponry than standard issue handguns. For all practical purposes
they were unarmed, the B-D followers had automatic weapons.


The B-D seige could not be allowed to go on indefinitely. The B-D were
quite capable of commiting mass suicide and murdering the children at any
time. A commando assault was the only other likely action that could have
achieved that objective, that would have been very risky, orders of 
magintude harder than Antebbe or the Iranian Embassy Seige. Airplanes
and Embassies are not designed for defense against attack ranch 
apocalypse was. 6 terrorists are far easier to disloge without casualties
than 80.

Allowing the siege to go on was not an option either, besides the serious
risk that Koresh would proclaim armageddon at any moment there was the 
question of the difficulties of keeping the emmergency team on standby over
a prolonged period. The longer the siege went on the more mentally prepared
Koresh and his followers would be for a prolonged siege. Rather than go
in prematurely the mistake was probably to go in too soon.


Can you think of a better way of getting the children out?

A 100% certain way?


The people who do not want gun control must obviously discount the entire
government story. This is simply rationalisation. It is not enough for 
them to simply dismiss the government as incompetent. That would require
them to come up with a solution themselves. Instead they have to come
up with a government conspiracy theory whereby the government decided to
set out to murder 80 people just to set up some sort of scare to alow them
to get gun control legislation through.

This conspiracy theory assumes that the BATF deliberately got 4 of its
agents killed and that the FBI etc actually enjoy sitting out in the
middle of Texas being shot at by religious nutters.

Still the conspiracy theory is comforting, it allows them to pretend that
WACO proves nothing except about how incompetent the government is in 
resolving a hostage crisis. No govt in the world has ever faced a 
comparable situation, quite probably there was no manner in which it
could be peacefully resolved. The blame does not rest on the FBI, it
rests on the fact that Koresh was allowed to get so far, in particular
the person who tipped the B-D off in advance has the murder of 4 ATF
agents and 17 children on his or her conscience.


There are a large number of people in the US who predict the end of society
preach salvation through armed security. The fact is that these are the
very people who pose the threat to society in the first place. The next WACO
may not be religious nutters but a political movement. A splinter group
of the Klu Klux Klan taking over a schoolhouse in a black area for example
and holding several hundred children hostage.

The only possible solution to such situations that can work is to prevent
them arising. No other government in the world has faced such a situation. 
this is because no other government has so carelessly allowed high power
weaponry to become avaliable to any little Hitler or would be Messiah
to set themselves up as dictator in their own little empire.
"
617,talk.politics.misc,talk.politics.mideast,"



Oh, do please try not to be ludicrous.  SO=Significant Other, a term I employed to avoid the awkward construction ""girlfriend or wife"".



A ""deviant"" is someone who does not fit an ""accepted norm.""  By that definition, I would certainly be a deviant, as bisexuality is not an accepted norm in American society so far.  This term, of course, really has no negative aspects inherent in its denotation.  I presume you intended it as a term of abuse.  It's a great pity you feel such tactics to be necessary, but hardly surprising since you have no factual basis for your absurd beliefs.



May I attempt to emulate your style of discourse with a term of abuse?  Ahem...You addle-pated jellyfish!  The post to which I responded was a highly amusing one in which you belittled homosexuals for having no political clout.  I would be further amused if you would explain to me why having no political clout and constituting a political minority are different.



And yet you call them ""girls!""  The feminists would be up in arms.


Cough, cough.  Well, well, you certainly are a fine, upstanding fellow, you are, sir.  And like many ""fine, upstanding fellows,"" you have the reading comprehension of a dyslexic anteater.  Perhaps I should have been more explicit in pointing out that females constitute a political minority in this country when last I checked, and that your obvious lack of respect for these minorities equates to a lack of respect for women.  That is, of course, a conceptual stretch of logic, but given your slow uptake as de




monstrated so far, I figure we should start simple and work up.  Don't worry, you'll get it
     
!



This is very true, this bit about nature asserting itself.  Homosexuality has always been a part of human society, and always will be, for that is the natural order.  If you're naive enough to believe otherwise, go right ahead; we'll try not to snicker too loudly behind your back.

""Inevitable.""  Chortle.  Anyone would think you had some idea what you were talking about.  I haven't seen fact one from you, and until I do you can just dispense with the bullshit, and tell us what we already know, that you're a clueless little slime mold with no concept of reality beyond The Donna Reed Show.  Live a little, and then come back and tell us all about the ""natural order of things.""  You're in a bubble, and it's really going to rock your world when you come out.



""Foolish and misguided.""  Oh, this is too much.  So which religious figure do YOU believe you are?  And how do you know so much about the nature of man?  You're almost too amusing to be worth the effort of crushing your pealike brain.      

Gee, you sound awfully sure of yourself.  ""Methinks the bigot doth protest too much.""  Admit it: you're scared shitless that what you've been spoonfed all your sorry little life was wrong, and you're trying to escape that fear by a blind faith that you know, deep down, is based in nothing, nothing at all.  Go ahead, clutch your unfounded declaratives to your empty breast; ignore the myriad of societies that have accepted homosexuality as equally valid or even mystical.  Ignore the solid, inescapable fact t




hat we've existed as long as humans have.  Fear us.  Go ahead.  Laugh at us if it makes you feel better.  We both know you're just whistling in the dark.  There's one group that's stamped out whenever it appears, in any form, and that's the group of boneheads who fancy themselves morally superior.  You're in that group, and you're slowly and steadily being stamped out.  Preach while you can, little man...it won't be long.


That's the first truth you've told so far.  I don't hate hets, sir.  I'm bisexual, and I embrace man- and womankind alike.  I have nothing against those who don't understand my love.  But you deny its potency and validity.  You would crush us all, human beings to a one, in your imagined divinity.  It's fools like you that stir my ire...idiots with the small minds, who can't think for themselves, who know nothing about how the real world operates, and who hate because they are told what to do and do it like




 sheep, who hate everyone who refuses to be a sheep.  You're not part of the norm.  You're part of a minority--YES, a minority!--with supreme, o'erweening arrogance.  Your hubris will topple, because it always has, because those with intelligence know it to be a clown's costume.

Wow, that was pretentious!  I sometimes wonder why I waste my talents on zeroes like you.  I really have no interest in continuing this effortless discussion; after all, this is for me the proverbial battle of wits with an unarmed opponent.  Come back with some swords--i.e. facts--and we shall do battle.  Till then, begone from my sight.

Drewcifer"
624,talk.politics.misc,talk.politics.guns,"
Well, they never should have gotten into this situation.

Look at the history of this group. David Koresh has been arrested
?twice?  by local police. Both times, he accepted the arrest warrant
and went peacefully. So, the feds decide to arrest him. How do they
choose to arrest a person with a record of peaceful obedience under
arrest? They throw a concussion grenades at his building. 

In addition, we KNOW that we've been lied to. Initially, we were told
that they suspected him of molesting children and having several
wives. But these are NOT ATF offenses, were they? So they changed
their story, several times. And the original warrant is STILL sealed.
And we were told about the rockets and ammunition they had... but did
anyone notice any ammo exploding in the fire? They claimed that Koresh
hadn't left the compound in months... but people in town report seeing
him just a week before the raid.

How would I have handled it differently? 

Well, first, I haven't seen any evidence that the BDs did anything
wrong. There's a sealed warrant, and a collection of stories which
keep changing about what they did. So I might not have done ANYTHING.

OK. Now, supposing that I know what the BDs are being arrested for.
Well, they've got a history of accepting arrests... so, I send
officers to the door with a warrant. Wearing bulletproof vests.
Covered from a distance by sharpshooters. Now, there's no good reason
to suspect that these people will do anything, right? Why didn't
anyone TRY serving a warrant?

OK. Going further. They refuse the warrant. It becomes necessary to
raid. You plan a raid. You hear an hour before that there was a leak,
and they know your coming. SO what do you do?  Well, change your
plans, right? Nope... they go ahead with it anyone... including
sending in unprotected men to break into the place. It was idiotic. I
don't know what I would have ended up doing. But that original raid
should NEVER have happened.

The shit that came later should NEVER have happened.

The full record of the raid should be released to the public to let us
know what the hell really happened there.

The lies should NEVER have been told.

	<MC>"
625,talk.politics.mideast,talk.politics.guns,"

   >Bull shit. There is no reason in the world why we can't say that
   >taking views analogous to the KKK's or some such organization is
   >wrong. There is no reason why some morality may not be legislated. As
   >it is we do not allow theft, or murder, or rape. Why should we allow
   >hateful sppech whose only purpose is to stir anger and violence.
   >Harry.

   I think the answer to Mr. Mayamsky's question can be found in the
	 		 ^^^^^^^^^^^^^^(Mr. Mamaysky's)
   first amendment to the US Constitution.

	   Amendment I                                           (1791)

	   Congress shall make no law respecting an establishment of
	   religion, or prohibiting the free exercise thereof; or
	   abridging the freedom of speech, or of the press; or the
	   right of the people peaceably to assemble, and to petition
	   the government for a redress of grievances.

   Steve

I do not say that freedom of speech should be banned. Far from it.
I am merely suggesting that there are certain things which can be
universally agreed to be morally incorrect. There are not many such
things. But there are some. As an example:

(1) murder is morally incorrect

(2) the idea that one group of people is somehow racially inferior to
another is morally incorrect

etc.

The point is that any action which serves to promote a morally
incorrect action should be forbidden. This implies that no one has the
right to say that an innocent person should be murdered. Regardless of
freedom of speech, I may not stand on a street corner and advocate the
murder of innocent people. The reason for this is that murder is a
morally incorrect action.

In the same way, since bigotry is morally incorrect in the narrow
definition which we have given it, (2), I, nor any one else, has the
right to stand on a street corner and promote bigotry. Such an
enforcement does in no way deny any one their rights as guaranteed by
the first amendment. It merely ensures that no person may be the
target of an attempt to deny him a fundamental moral right, such as
the right to not be murdered, and the right not to be discriminated
against.

I believe, Mr. Berson, that to blindly accept the constitution is a
terrific mistake. We must cinstantly question the constitution and
interpret it in a way befitting the society in which we live. Anything
short of such an effort would render us little more than trained
monkeys, who are able to merely repeat what they have heard without
paying the slightest bit of attention to the intent of the document in
question.

Would you disagree, Mr.Berson?"
632,talk.politics.guns,talk.politics.misc,"My sig has generated more mail than any of my posts.

Robin Hood is a school financing plan wherein property rich school districts
will have a portion of their tax revenue taken from them and given to property
poor districts.  The laudable plan is to equalize the per student spending. 
IMHO, however, it is a disaster waiting to happen.  Taxes will go up in 50% of
the districts and we will lose control of how OUR tax money is spent.  It
penalizes districts that have excelled.

And the election is Saturday. Along with city council, school board and the
unfinished Senate term.  And after I exercise one right, I'm going to exercise
another!"
633,talk.politics.misc,talk.politics.guns,"

       Your ignorance is showing.  The BATF warrant was unsealed.

       The entire operation was illegal from day ONE."
638,talk.politics.mideast,talk.politics.guns,"
	That ""Federal land"" and tax money could have been
	used to commerate Americans or better yet, to house
	homeless Americans.


jim@specialix.com (Jim Maurer) responds:

	Why don't you contribute to a group helping the
	homeless if you so concerned?


Jack Schmidling (arf@genesis.MCS.COM) reveals the true depths
of his cynicism:

	I do (did) contribute to the ARF mortgage fund but
	when interest rates plumetted, I just paid it off.

	The problem is, I couldn't convince Congress to move
	my home to a nicer location on Federal land.


In other words, Mr. Schmidling could care less for the plight
of the homeless, but is not above using them to score points
for his agenda."
646,talk.politics.mideast,talk.politics.guns,"

Yes, it is.  I have taken photos of it's minaret.


Dunno.


This doesn't sound like ""eye for an eye"" anymore.  Changed your tune?
"
647,talk.politics.misc,talk.politics.guns,"Tim> NNTP-Posting-Host: nwfocus.wa.com


Tim> I saw the film on CNN *as* it happend. It was clear from that
Tim> tape that the fire started in ONE location. Right where the
Tim> tank was attacking, and then had pulled back. There were not
Tim> several spots where the fire started, it started in one
Tim> location and was spread in the direction of the heavy wind.
Tim> The FBI claims to have seen or filmed several starting
Tim> points. Yet they keep this hidden. They have spread so much
Tim> lies. Well I guess if I was responsible for the mass murder
Tim> of 80 people who were exercising constitutional rights, I
Tim> would lie about it too...

Gosh, Tim, you must have seen a different live broadcast than I did. While
the smoke did emerge from one place initially, it was a considerable
distance from the tank, and in a very short time, fire appeared at several
places a good distance apart from there.

Then there's that nagging question about why, out of all those people,
only a few made any attempts to escape or save the children. If it were
me, with my child, [and I wasn't committing suicide,] I believe I would have
made SOME attempt to at least save the child. As it was, at least one of
the survivors was attempting to GO BACK INTO THE FIRE when they were
physically removed. No one lifted a finger to bring out a child, apparently.

How do you explain that? And the two survivors who claimed to have doused
the place with lantern oil and SET the fire (no doubt on David's orders). 
[At least until the lawyers talked to them.] 

Tim> And also, why have they not yet released the search warrant????  

That *is* a good question. Maybe because it would be a further
embarrassment, seeing as how the ATF went in there in Dirty Harry mode
initially. 

As stupidly as it all was handled, I find it difficult to believe that the
entire FBI has completely gone corrupt under a new administration less
than 100 days old. Stupidity and bad decisions and plans have always been
with us. They just had an alignment at Waco.

Tim> Seeeeee Ya  turmoil@halcyon.com   FUCK THE POLICE!!!!

See? Freedom of speech abounds.

L.
""Yeh, Buddy..            | larry@psl.nmsu.edu (Larry Cunningham)|  _~~_
 I've got your COMPUTER! | % Physical Science Laboratory        | (O)(-)
 Right HERE!!""           | New Mexico State University          |  /..\ 
 (computer THIS!)        | Las Cruces, New Mexico, USA 88003    |   <> "
650,talk.politics.misc,talk.politics.mideast,"
There is something terribly wrong, however, with a culture which
condemns, attacks, and all too often kills any of its members who
attempt to get an education.  My mother is an elementary school
teacher, and she tells me that she and her african american collegues
are frustrated to tears by the fact that any african american child who
attempts to do well in school and get an education is accused by
his/her peers of ""trying to be white"", and is beaten, bullied, and
tormented by them.  It goes beyond each passing grade on a test earning
a beating.  In my mother's school, one of the most promising young
students, who happened to be african american, had her throat cut by
one of these young thugs.

Nobody who buys into such a culture has any hope of being anything but
poor and/or a thug and/or dead, regardless of their color.

What has to be changed is the culture.  If that culture can't be
changed, then those african-american kids who are willing to separate
from it *must* be separated from it and the murderous thugs of whatever
color.  Otherwise, future bright young african american girls who
wanted to be doctors will end up dead on the school bus."
651,talk.politics.misc,talk.politics.mideast,"A person sees the front of their home is strewn with garbage. That
person removes the trash, and sweeps the sidewalk. His next door neigh-
bors have not. The person then approaches his two neighbors and talks
to them about cleaning the front of their homes, and why it would be
good for their own living conditions, and that of the neighborhood.
   There's nothing wrong with holding your neighbors accountable for
their actions. That is the basis for a viable, safe community.

Regards,"
654,talk.politics.misc,talk.politics.guns,"

These surviving witnesses being members of which cult pray tell ??



We were having a discussion about whether Bush would have done anything
differently. On the basis of Panama, Grenada, Tripoli, Kewait etc we 
decided that Bush would have asked for a surgical airstrike  or used a 
cruise missile, some people suggested that he would have used the nuke
warhead cruise, others pointed out that he would be too cheap to use 'em.

What was missing? Armoured vehicles! 



The person who murdered 17 children was Koresh. He kept them there and 
brought about their deaths deliberately.

You may consider that I am a complete bastard and a not very nice chap.
Thats quite true. I don't pretend to be. Being nice is what amateurs
try to do. If you want to talk politics you are talking hard decisions
such as whether the lives of the troops should be risked attempting
to rescue the children. Anyone who has held the office of President
of the United States since FDR has held the threat that if the USA
or its allies were to be threatened then the USA would risk nuclear 
Holocaust in order to protect freedom. Beleive it or not, that is not
the sort of threat that nice chaps make. Do they have a gun nutters
section of the US version of CND by any chance?


There are cases where society has to be protected from
madmen such as Koresh or Hitler. If it were not for the consideration
of the 17 children in there the question of the tactics to be used would
not be a matter of anything but academic significance. It is not for
the govt to prevent people from commiting mass suicide.

The latest reports are that cult members were shot attempting to
leave the compound by Koresh loyalists during the fire. If proven
that would entail the final nail in the coffin of those who want to
promote Koresh as some sort of role model or hero.


I need hardly add that it is Koresh that has created the Holocaust in
this case by the deliberate arson of the ranch appocalypse.

"
656,talk.politics.misc,talk.politics.guns,"I haven't recognized any names from previous discussions, but I do
notice that there are a few who blame Clinton for the actions of the
BATF in Waco.  Unless you felt the same way about what we did under
Bush's *direct* command in Panama, it's just partisan whining.  Which is
what I expect most of it to be.  I can see no way to condemn one and not
the other.  

But I'm sure some Limbot will tell me how killing thousands of
Panamanian civilians to serve an arrest warrant is much better than
allowing 80 religious fanatics to commit suicide following a botched
attempt by the BATF to serve a search warrant."
657,talk.politics.misc,talk.politics.guns,"
What is the penalty if convicted of murdering 4 Federal agents
in Texas?  The death penalty.


Yup."
658,talk.politics.misc,talk.politics.guns,"
A search for illegally held weapons (IF there were any, no evidence yet
produced to this effect) does not justify firing into a house with
women and children, either. It also does not justify shooting first
without identifying oneself (the ATF and FBI have done this before, so
don't say they haven't, please) or producing a warrant.

Guess it depends on whose story one believes, huh?


Which ""others"" are we talking about here?


""Sub lethal""? Excuse me, but those people are dead!!!


Evidence? So far the FBI has produced none. Don't hold your breath.


Only a few of those being held in chains and s(hackles are wanted . 
The rest are being held for the crime of being ""material witnesses"".


It was not the Feds decision to make, but the firefighters.


This is true of ANY answer to a call for help from a fire department by
ANY citizen. Since fire departments do answer calls that ""deprive 
resources that might be needed elsewhere"" it is not a valid reason for
not calling them.

Further, since the Davidians had not been found guilty of any crime in
a court of law, they are subject to the same protection as any other
citizen. And las far as I know, even criminals in prison are not left to 
burn to death in a fire.


I guess this is a matter of religious faith with you? The government
says it, so it must be so? Or haven't you been reading this thread well 
enough to notice that some of us here don't beleive their story?


Patients in psychiatric hospitals are not left to die in fires, either.
Besides, as I explained, some of us here believe their distress might
have been genuine. Are you SO certain it wasn't?


There is no evidence that the Davidians committed human sacrifice 
either before of after the initial raid. And self-defense is not
murder.


He did not say it was deliberate. Accidents do not require conspiracy
theories, only wanton disregard for human life. The initial raid alone
(agents firing blind into walls against all standards of law enforce-
ment procedure) proves they did not mind killing people.


No one here is ""supporting Koresh"". We are opposing the illegal use of
excessive violence by our government against our citizens. That is all.


A society that believes it is OK to terrorize people for their religious
views will destroy itself in due time. It is the feds who disrupted the
""fabric of society"" in Waco, not Koresh. It is the feds who forced a
nightmare onto the people of Mount Carmel.


On what basis do you assume we haven't? Don't you really mean
""It would be a good thing if people drew the same conclusions from
history that I do?"" :-)


""Militant"" implies acts of aggression against one's neighbors. The
Davidians left their neighbors alone.

.religious heretics who left to set up such a community

So what? The Mormons were considered a ""cult"" for years, and were chased
out of one place after another on much the same thinking as you are
advocating. When they finally got to ""set up a community"" they left
people alone. So far Americans haven't been put to the sword by Mormon
hordes crying to avenge Joseph Smith. :-)


It doesn't mean they won't either. Anyway, the whole purpose of a 
system of laws is to punish people for what they DO, not what they
MIGHT do. 


""Telling"" is not the same as ""forcing"". When the police knock at my
door, I cannot make them go away by changing the channeI. As for Pat
and friends, I don't even WATCH their channel, since I am an atheist.
So far, not watching them tell me what to do hasn't gotten me killed :-)


Right now, the only people sticking guns in anyone's faces is the 
government. And they are trying very hard to run my life. Or 
haven't you noticed?


-----------------------------------------------------------------------
-----------------------------------------------------------------------"
659,talk.politics.misc,talk.politics.mideast,"         Anybody for carpeting in Bosnia/Serbia?  I mean like, carpet bombing
         of Serbian positions?
"
662,talk.politics.mideast,talk.politics.misc,"

Wow, hang on a second.  The libertarian party stands for personal freedom,
lassez-faire economics and minimal government.  Whoever is describing the
self as a Libertarian (maybe you were refering to the posters who call 
themselves civil libertarians) are not talking at all about Libertarian
philosophy."
663,talk.politics.misc,talk.politics.guns,"


    Yes, so?  You still haven't explained why they 
    can't be used to enforce Civil Law.  They certainly
    would have done a better job of Koresh.  Just call
    in an air strike.
"
669,talk.politics.misc,talk.politics.guns,"

Yes the govt handled it in the Rambo Hollywood type style
with extreeme Machismo. Perhaps thats not the way to handle
it. 

It is a completely different thing to start asserting as many
have done that the government is primarily to blame. The comparisons
with the NAZIs in particular are purely gratuitous.

Since you have provided a constructive opinion on the issue your
post desreves to be taken seriously. Peter Nelson also made some
very good points about how a low key approach might have been 
more effective.

The point is though that you learn through mistakes. The govt
played the wrong card and lost. Thats not a big deal. They
had had four guys murdered at the begining and maybee they 
just were not prepared for wuite this situation. Who could be?

If the same thing were to happen all over again we might perhaps
be able to castigate the Govt if they used the same tactics and failed
in the same way. As it is I can't say that I would not have made the
same mistake. Maybee I wouldn't because I don't as a rule go in
for a confrontational situation if I can avoid it. Maybee I would
because with all those press about its very difficult not to try
the macho stuff.


The FBI had information from within the compound we had no access
to. They may have calculated that the B-D followers resolve was
cracking based on their listening devices within the compound. They
knew that Koresh had chickened out of one suicide attempt. This
may have been the reason why they considered that fear might have 
been a weapon for breaking his resolve. Again in Panama they had used
the heavy rock music to great effect during Bush's invasion. Funny that
few of the Koresh supporters and appologists complain much about the
death of several thousand Pananmanian civilians while the US govt attempted
to arrest their former ally.



Koresh negated his civil rights the minute his followers fired
on the police helicopter. No matter whether the warrant was or
was not technically valid the guys who were carrying it out 
thought that it was. Thus the assault on them was completely
inexcusable no matter what rationalisation people might wish to
employ.

Of course we have to consider the guns issue. That is the whole
core of the question. Everything else is a diversion.
"
670,talk.politics.guns,talk.politics.mideast,I suggest another name change:
672,talk.politics.misc,talk.politics.guns,"
        As you're no doubt aware, Phill, there are probably five or six
different, mutually contradictory versions of the events in Waco on
Feb. 28 all of which are from reputable news sources, ranging the the 
Associated Press to TIME to Newsweek.

        Some of the earliest reports issued by the AP were not at all
flattering the to BATF, and produced some question as to who fired first.

        Now, for all I know, you were there to witness it.  But
I kind of doubt that.


        The BATF, in a letter they've been sending out to people,
says both that they were ambushed because they lost the element of
surprise, and that they went up and knocked on the door and had it
slammed in their faces.

        It strikes *me* as kind of strange to rely on surprise to
serve a warrant by knocking on the door.

        There are at least questions that need to be answered.


        This paranoid assertation was made by witnesses to the original
assault who stated that the BATF initiated hostilities by throwing
concussion grenades and reported by the Associated Press.


        Phill, the BATF were in a firefight with the BD for *forty-five*
minutes.  I find it hard to believe that if they were expecting peaceful
citizens they *wouldn't* have shown up in live-stock trailers and would
have retreated immediately.

        If they *were* expecting peacful citizens, why show up with over
a hundred officers, some of which clearly visible on video to be carrying 
sub-machineguns, and *3* National Guard Helicopters?

        I don't know who did what, but, as I said, there are questions that 
need to be answered.


"
675,talk.politics.misc,talk.politics.guns,"
	What I saw on TV and what you claim are two different things. The
Davidians did not start shooting until after the BATF lobbed a couple
genades in the windows and started shooting themselves.


	EASY! If you see federal agents in body armor with sub machine guns
going in throught windows, that is a No-Knock warrant. Also since the 
videotape shows the BATF throwing grenades before the BD's etunred fire, 
you can safely assume that they didn't ring the doorbell.


P.Vasilion,"
678,talk.politics.misc,talk.politics.guns,"
First of all, I wouldn't have gone after the Davidians for a firearms
violation which I object to in the first place.  Second, I wouldn't
have executed a search warrant via an armed assault when all the
Davidians were sure to have been there.  Third of all, I wouldn't have
cut off all outside communication to Koresh.  And I certainly wouldn't
have gone in with a tank-- time was on the FBIs side.  Since they had
outside resupply, they could wait indefinitely.

"
679,talk.politics.misc,talk.politics.guns,"[much blathering on the Role Of Military Forces in
Enforcing Civil Law deleted]

The main problem with trying to get the Military involved in Police work
is the differences in the missions.

The Police take names, try and find out what happened,
stop suspects (thats the meaning of 'arrest') and
turn them over to the custody of the Judicial Branch
for the adjudication of their case.

The Military's mission is to kill the enemy before
they can escape or surrender.

chus
pyotr
"
691,talk.politics.misc,talk.politics.mideast,"
Atomic Energy Commision - Hmm, they would say this.

The Earth may spew alot of substances into the atmosphere, but the quality 
of your toxic output can easily make up for the lack of quantity.  Furthermore, 
the planet is a system of carbon, sulfur and other chemicals which have been
acting for billions of years, we are but newcomers to the system - we must adapt
and control in order to bring about stability.  Also, two wrongs do not make a right, 
so continuing our practices despite overwhelming data is just ignorance in (non)action.


Educated and open minded environmentalists do not."
692,talk.politics.mideast,talk.politics.guns,"


I think the answer to Mr. Mayamsky's question can be found in the
first amendment to the US Constitution.

	Amendment I                                           (1791)

	Congress shall make no law respecting an establishment of
	religion, or prohibiting the free exercise thereof; or
	abridging the freedom of speech, or of the press; or the
	right of the people peaceably to assemble, and to petition
	the government for a redress of grievances.

Steve"
697,talk.politics.misc,talk.politics.guns,"

    Larry King Live was both telling and sickening.  Every other word
    out of Janet REno's mouth  was ""the little children"" ,etc.  Sounded
    like Clinton talking.  She made claims that the children were 
    beaten, etc, DESPITE the pronouncements of social workers that none
    of the children who left the compound were abused.  But the REAL
    crime:


      Larry King, and his censored show.  NOT ONE FUCKING QUESTION
      about Reno's possible error.  Just two calls about how she
      had made a ""good decision"".  Now, it doesn't take a rocket
      scientist to figure out that SOME people are going to be upset."
700,talk.politics.guns,talk.politics.misc," 
  I'd have to agree with you there Joe."
701,talk.politics.guns,talk.politics.mideast,"
[re McElwaine]


I just heard this week that he has started on COMPUSERVE flying models
forum now.  Sigh.
-- "
703,talk.politics.misc,talk.politics.guns,"
Has this video been made public?  The FBI spokesman also said they 
first knew of the fire when black smoke started pouring out, but
later said that *three* different FBI agents saw B-D members starting
the fires.

Also the FBI claims to have listening devices (bugs) in the compound.  
Will they make public the tapes of what the B-D said?


Well sealing the initial search warrent, keeping the media miles away,
not letting the B-D talk to the public, making contradictory statements,
not releasing the vidio & tapes are not steps to ensure public confidence 
in their actions.
"
706,talk.politics.misc,talk.politics.guns,"
Koresh & some of his followers were tried and found *innocent* of
all charges following that shootout.  Were you unaware of this or
did you purposly leave out this fact?

"
710,talk.politics.misc,talk.politics.guns,"...

That people are at risk and that some die during a hostage situation might
be considered an acceptable scenario in storming a compound. 

When EVERYONE dies (save for nine people), including twenty children, the 
outcome must be considered a failure.

Now was the failure due to unforseeable circumstances, incompetence, or
negligence?  From the double talk and multiple stories I've seen on the news
coming from the FBI and Reno I find ""it was an honest mistake"" hard to swallow

Let's hope they get their stories straight for the second round of questions.

"
712,talk.politics.misc,talk.politics.guns,"


Presumably the B-D did not mount a continuous state of alert with gunmen
ready to fire on people who casually walked up to ring the doorbell.

Once inside the building the BATF would have been in control. Trained
police officers are a match to any bunch of Bozos playing at soldiers.



Not a smart move. Unless meant to be part of the surprize cover. Even so
the narrow opening of the trucks simply was not a good idea. A side opening
truck would have been much better, more like a covered waggon.



Sounds just about right to me. Its the minimum amount of force that I
would consider necessary to serve a warrant on the talk.politics.guns
annual dinner.

Michael Hesseltine ordered the use of over 5000 crack troops including
members of the parachute regiment to remove approx 250 hippy peace
protestors on a site where they wanted to install cruise missiles. He
even turned up in a flack jacket to monitor the proceedings. Just about the
most dangerous tool the women possesed was a tin opener. That single
action probably cost him the position as Prime Minister. One of the elders
of my church got arrested in that heroic action by the forces of Toryism.
Hesseltine ever after was something of a national joke.
"
713,talk.politics.guns,talk.politics.mideast,"
Funny, the medical examiner today stated that there was no
evidence ONE WAY or ANOTHER that there were bullet wounds --
not a single autopsy has been performed, so all reports are
deemed speculative.  INCLUDING reports that there were NO
bullet wounds.


Before long, I think all the kneejerk conspiracy theorists
are going to start getting pretty pissed off at how easily
they mislead themselves.  Also, pretty disappointed at
being ignored by the coutnry.
"
